official_split	location_id	acquisition_date	sample_id	anchor_sample_id	cosine_similarity	row_best_nonassigned_similarity	assignment_margin	link_method
val	val_embedding_linked_location_07	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_1030	weedsgalore_official_dataset:2023-05-25:2023-05-25_1055	0.8928146407914272	0.8955367060326686	-0.0027220652412413004	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_06	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_1034	weedsgalore_official_dataset:2023-05-25:2023-05-25_1051	0.9062831847795365	0.8612066646876382	0.04507652009189833	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_00	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0391	weedsgalore_official_dataset:2023-05-25:2023-05-25_0402	0.8772953927348597	0.8649381790265805	0.012357213708279136	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_03	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0395	weedsgalore_official_dataset:2023-05-25:2023-05-25_0476	0.6999666234471345	0.775737281193292	-0.07577065774615754	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_02	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0460	weedsgalore_official_dataset:2023-05-25:2023-05-25_0473	0.7748490169910545	0.7667868646510272	0.008062152340027273	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_04	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0463	weedsgalore_official_dataset:2023-05-25:2023-05-25_0966	0.7183201081723425	0.78584763045532	-0.06752752228297754	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_01	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0953	weedsgalore_official_dataset:2023-05-25:2023-05-25_0406	0.7777825075773194	0.7946768846044117	-0.01689437702709229	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_05	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0956	weedsgalore_official_dataset:2023-05-25:2023-05-25_0969	0.7463778799343795	0.751079695675626	-0.004701815741246507	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_06	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_1039	weedsgalore_official_dataset:2023-05-25:2023-05-25_1051	0.8304841435238566	0.8106188483675987	0.0198652951562579	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_07	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_1043	weedsgalore_official_dataset:2023-05-25:2023-05-25_1055	0.8835269562869954	0.8309447437257748	0.05258221256122064	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_06	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0462	weedsgalore_official_dataset:2023-05-25:2023-05-25_1051	0.30788144234445725	0.29522846570384026	0.012652976640616986	within_split_global_Hungarian_DINOv2_cosine
val	val_embedding_linked_location_03	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0956	weedsgalore_official_dataset:2023-05-25:2023-05-25_0476	0.3851651561762337	0.3842178577443928	0.0009472984318408817	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_00	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0109	weedsgalore_official_dataset:2023-05-25:2023-05-25_0109	1.0			anchor
test	test_embedding_linked_location_01	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0114	weedsgalore_official_dataset:2023-05-25:2023-05-25_0114	1.0			anchor
test	test_embedding_linked_location_02	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0170	weedsgalore_official_dataset:2023-05-25:2023-05-25_0170	1.0			anchor
test	test_embedding_linked_location_03	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0183	weedsgalore_official_dataset:2023-05-25:2023-05-25_0183	1.0			anchor
test	test_embedding_linked_location_04	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0681	weedsgalore_official_dataset:2023-05-25:2023-05-25_0681	1.0			anchor
test	test_embedding_linked_location_05	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0685	weedsgalore_official_dataset:2023-05-25:2023-05-25_0685	1.0			anchor
test	test_embedding_linked_location_06	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0750	weedsgalore_official_dataset:2023-05-25:2023-05-25_0750	1.0			anchor
test	test_embedding_linked_location_07	2023-05-25	weedsgalore_official_dataset:2023-05-25:2023-05-25_0786	weedsgalore_official_dataset:2023-05-25:2023-05-25_0786	1.0			anchor
test	test_embedding_linked_location_05	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0039	weedsgalore_official_dataset:2023-05-25:2023-05-25_0685	0.7458937195846976	0.8206528250082076	-0.07475910542350994	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_01	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0044	weedsgalore_official_dataset:2023-05-25:2023-05-25_0114	0.8897917028022906	0.860113814860659	0.02967788794163162	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_00	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0099	weedsgalore_official_dataset:2023-05-25:2023-05-25_0109	0.8637269522943183	0.876745802061898	-0.013018849767579721	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_03	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0114	weedsgalore_official_dataset:2023-05-25:2023-05-25_0183	0.9169810258281856	0.841261640195776	0.07571938563240965	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_02	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0649	weedsgalore_official_dataset:2023-05-25:2023-05-25_0170	0.7599920749484963	0.7844455240366068	-0.024453449088110535	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_04	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0652	weedsgalore_official_dataset:2023-05-25:2023-05-25_0681	0.8170028458034724	0.8699264441905745	-0.052923598387102144	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_06	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0720	weedsgalore_official_dataset:2023-05-25:2023-05-25_0750	0.7897569779795524	0.8388877104100159	-0.04913073243046351	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_07	2023-05-30	weedsgalore_official_dataset:2023-05-30:2023-05-30_0750	weedsgalore_official_dataset:2023-05-25:2023-05-25_0786	0.6862907432572931	0.7082849678789882	-0.02199422462169509	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_06	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0161	weedsgalore_official_dataset:2023-05-25:2023-05-25_0750	0.6700180479080998	0.7502141748286486	-0.08019612692054878	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_00	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0166	weedsgalore_official_dataset:2023-05-25:2023-05-25_0109	0.7210736513208376	0.7901258167646599	-0.06905216544382231	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_02	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0176	weedsgalore_official_dataset:2023-05-25:2023-05-25_0170	0.8143676749803932	0.79461092198481	0.019756752995583216	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_03	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0231	weedsgalore_official_dataset:2023-05-25:2023-05-25_0183	0.8218858649492972	0.7736382834526548	0.04824758149664232	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_01	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0667	weedsgalore_official_dataset:2023-05-25:2023-05-25_0114	0.6209997107588687	0.7131645792079984	-0.09216486844912963	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_05	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0670	weedsgalore_official_dataset:2023-05-25:2023-05-25_0685	0.5141195838214798	0.6802389873526249	-0.16611940353114507	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_04	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0736	weedsgalore_official_dataset:2023-05-25:2023-05-25_0681	0.6633872546130397	0.7775660582399218	-0.11417880362688204	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_07	2023-06-06	weedsgalore_official_dataset:2023-06-06:2023-06-06_0770	weedsgalore_official_dataset:2023-05-25:2023-05-25_0786	0.593494425406686	0.6789159194626727	-0.08542149405598676	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_02	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0169	weedsgalore_official_dataset:2023-05-25:2023-05-25_0170	0.48617864405148287	0.4823333657368607	0.003845278314622169	within_split_global_Hungarian_DINOv2_cosine
test	test_embedding_linked_location_07	2023-06-15	weedsgalore_official_dataset:2023-06-15:2023-06-15_0735	weedsgalore_official_dataset:2023-05-25:2023-05-25_0786	0.25909352376772465	0.2530451943034552	0.006048329464269475	within_split_global_Hungarian_DINOv2_cosine
